distance_km,weight_kg,is_fragile,item_category_encoded,order_hour,is_prime_customer,estimated_delivery_days,shipping_type
716.7228867537107,20.946562430149957,0,2,11,0,3,0
565.4643468263246,21.125714413625804,0,1,6,0,2,0
1087.6786859007057,36.90535684928569,0,2,8,1,1,1
286.1438288246515,12.014979573838286,0,5,5,0,4,0
1605.382976604309,5.6126582452565925,0,1,16,1,5,1
153.7285341411428,17.79564566627475,1,7,15,0,5,0
1973.839438518032,14.433225683538678,1,0,22,1,3,1
1545.6283147468316,14.885775210753904,0,6,2,0,6,0
401.43778466067397,11.757026777390506,0,1,20,1,1,1
16.016623661586785,2.200450162854458,0,9,3,1,4,0
1631.8455497673942,0.991909343197349,0,5,9,1,1,1
1415.1804009759962,49.387347247827975,1,1,4,1,5,1
1459.3693002417697,21.445879373419533,0,1,20,1,1,1
1543.6843416384618,19.277899693268118,1,9,21,1,4,1
152.71908020951028,34.014399406384186,0,7,9,0,6,0
720.1391284458239,10.9908690044667,1,1,11,1,3,1
236.15877375263378,47.503063079116245,0,6,9,1,2,1
1726.8913346218092,39.338616219336046,0,2,12,1,1,1
1248.479763020978,4.561609015381749,1,7,10,0,2,1
665.1415595810352,20.937280711667928,0,6,21,0,5,0
131.79890882061716,43.96800354735202,0,7,15,0,3,0
625.409731822746,47.242127912341374,0,6,7,1,3,0
653.7407274433604,23.4233354113685,1,5,7,0,1,1
1460.5643257844379,30.709228321614315,0,6,7,0,6,0
1276.9271553536503,8.434993909994553,0,4,12,1,3,1
1774.9894214397714,49.55931444423513,1,6,1,1,1,1
947.0687756980889,11.660417899033824,1,0,11,0,1,1
243.5905206469119,47.14231552934277,1,0,9,1,2,1
1427.923350509875,32.517367784719184,0,8,11,1,3,1
1522.7661719907103,30.42606606445507,0,4,10,1,1,1
1124.748009151145,25.683156699723778,0,4,14,1,2,1
1543.0795240093491,11.610423604716157,1,2,15,0,4,1
990.1222147469596,8.908748797074862,0,4,16,1,2,1
1047.8519946170782,11.10226183260175,0,2,1,0,2,1
857.9443316253065,9.4032692809983,1,8,17,0,1,1
55.7111578544699,39.00126523098099,1,8,11,0,5,0
220.2433968516424,17.571250432419834,1,5,18,0,5,0
67.70122544503482,2.986349560513479,1,0,22,1,6,1
1274.638770471242,48.45822124402648,1,6,17,1,5,1
632.1401822472717,44.20091565967494,0,6,16,1,2,1
1019.598528873582,46.39483893144113,1,9,5,0,6,1
1815.5951154825557,49.74590035005712,0,9,14,0,1,1
502.3379971520055,8.777372936052416,0,3,2,0,3,0
823.7139314560814,19.87247674324267,1,7,5,1,2,1
1512.3245213933822,37.936099937634154,1,5,2,0,2,1
461.4523401557868,34.831428840884236,1,3,0,1,6,1
158.57492010844203,7.779405726358767,0,3,12,1,1,1
583.0541485629672,40.810072937031826,1,1,20,1,4,1
326.6364680717388,11.299584534649366,1,1,13,1,2,1
1859.7468164234333,11.268498979648891,1,3,12,0,4,1
1617.2001572310119,26.895023702381337,1,4,3,1,4,1
1268.6404942382949,29.687702748600987,1,7,6,0,5,1
1743.563877424497,29.04630177110678,0,5,21,1,1,1
1608.3257934137334,4.665193186147968,0,3,9,0,4,0
377.2072674776415,43.88529704525598,0,6,6,0,1,0
1785.6552019875057,13.353442125176432,1,7,20,1,5,1
1080.9877726217233,6.562794572011928,1,1,14,1,1,1
1615.8431095523047,44.448529185461965,1,6,14,1,2,1
1792.702143347369,47.78700976166469,0,1,3,0,4,0
639.4169325688684,43.120168101545985,1,1,22,1,1,1
224.55358943271514,40.49485212877141,1,7,22,1,3,1
459.73064927117366,32.796574833887185,1,1,5,0,1,1
857.0800383093814,27.58778279339605,0,8,23,1,4,0
1636.9394580153737,4.440639319579366,1,0,19,0,5,1
1722.1575135964051,20.481815332227868,0,8,4,1,5,1
18.869500409725454,18.69715699891447,1,0,19,0,4,0
1023.9408686422437,13.061713809640278,0,9,11,0,2,1
837.7349512818141,36.19866367306039,0,9,0,1,2,1
448.1050818891068,24.844199180430664,0,1,7,0,5,0
244.13140783069719,4.144206173791631,1,5,0,1,5,1
678.5422669502377,11.087141777295585,1,5,4,1,4,1
1886.1048593054757,34.194612306613834,0,0,21,0,2,1
649.7898493814067,3.8989298885659793,0,6,5,1,5,0
1039.9872903780154,42.57522501103356,1,7,20,0,2,1
1407.5228229958798,24.80781169799732,1,1,2,0,5,1
730.4410567466915,24.081270208599737,0,7,14,0,1,0
1943.7052550283165,29.661148454509927,1,8,4,0,3,1
1925.0823534095118,41.25158019966494,1,5,23,0,6,1
507.30568017160147,17.455679474319435,1,4,13,0,1,1
997.010769255309,33.93300601269727,1,8,17,0,6,0
605.2522280844555,28.330025003389974,0,8,15,0,5,0
573.2567862830479,13.424710681454123,1,0,5,1,3,1
78.58945997229293,43.94363631912238,1,2,23,1,3,1
1221.0808462898942,39.891558478185715,0,8,13,0,5,0
1007.8446513415787,32.95674654945543,0,1,23,1,5,1
107.70010874372876,42.544028281802674,1,3,7,1,2,1
560.8996961520398,43.37798062789414,1,3,6,1,5,1
1816.990442503474,35.44731253808023,1,1,7,1,4,1
482.92597188061,41.86696508534723,1,2,12,1,5,1
294.06526982199006,34.903825937297256,0,2,5,1,4,0
981.4582567537382,34.03902451083899,0,0,17,0,5,0
1971.3726559506483,30.968707772937698,0,5,1,1,2,1
487.9002666654433,37.6605603139263,1,7,7,1,4,1
1345.9104170747278,8.014394754124378,1,2,10,1,1,1
1524.4311325807917,44.05545088402653,1,4,0,1,4,1
479.08690026483737,43.604992034487076,1,0,21,0,2,1
1457.7916154806599,1.5594394234245015,0,9,5,0,6,0
738.7273497749102,41.308255853181656,0,6,15,0,4,0
1266.450132034191,6.530606386924915,1,9,19,0,5,1
1268.891772967985,16.822430827531182,0,0,11,1,5,1
1073.8704947291433,37.20106198895123,1,8,10,0,6,1
185.12809125854457,8.121918812810579,1,7,9,0,2,1
1671.4284787005297,40.91655450354121,0,6,2,0,3,0
644.956229618613,41.62349548009132,1,9,12,0,5,0
377.10442824770917,25.422639914665726,1,6,2,1,1,1
86.346407401754,0.41865499866999567,0,4,14,0,2,0
1183.8314216605424,14.423202845428147,1,4,15,1,4,1
1356.7409018753535,30.884653226949535,1,4,12,0,4,1
38.092718711073026,49.06119028356843,0,0,16,1,1,1
1026.6256513070657,31.627494998131752,1,7,2,1,5,1
456.85907151988624,13.064198695101574,0,0,19,0,2,0
1292.1197168668525,31.73688458467061,1,3,10,0,1,1
352.8610258649579,27.04527044782119,0,8,20,0,5,0
1383.4207875144195,39.01428521804207,0,8,18,0,2,1
776.5370158695721,5.438333877465224,0,4,21,1,4,0
1873.7763275297855,38.0752923348512,1,3,10,1,2,1
279.35428357125653,27.109202275937903,0,2,15,0,6,0
685.4273703452657,48.153300992563835,0,2,20,0,3,0
231.3796748749752,17.159421085330436,0,4,2,1,2,1
1849.7637684657327,31.667832467384013,0,9,21,0,3,0
1755.292009995057,46.60820246494987,0,0,5,1,2,1
519.5935472917355,5.215235426734894,1,4,13,0,3,0
1321.6681718381872,46.867701513098915,1,5,23,1,6,1
1635.3582894014255,34.42549754281059,1,6,17,1,4,1
1112.6256191409273,3.485069249348078,1,8,16,1,5,1
1061.652903820233,15.11808199064613,1,2,3,1,3,1
487.4953203464011,35.43778722339955,1,1,22,1,6,1
190.74002177276893,3.460795013291708,1,2,14,0,3,0
1794.945437116887,29.150305962796036,0,8,10,1,4,1
1801.3340240408443,17.35956454195254,1,6,2,0,3,1
1268.0374072601696,31.08368433659711,0,8,2,1,6,1
681.3644331421578,2.382527487244391,0,1,15,1,6,0
701.6731013522585,43.58968662700357,1,4,4,0,1,1
1453.2815793461275,48.677099561952105,0,3,20,0,4,0
1794.7349686053913,48.447004978756006,0,1,9,0,1,1
1774.737416408909,37.50762640397194,0,8,18,0,4,0
1560.8517139859596,6.591303382518535,0,8,3,1,3,1
1285.853134077804,37.93733347685823,1,5,18,0,6,1
172.85923016512243,1.3268871312941954,1,5,10,1,1,1
327.44928461875446,1.203965221296963,1,7,1,0,3,0
1797.615606111523,16.248149935562108,1,5,9,0,6,1
1214.8259740208819,24.48329520119282,1,0,10,1,4,1
23.348117975176148,38.54333014860888,1,3,19,1,6,1
207.43572801773405,34.19643929266461,1,6,15,0,3,0
1328.6860293705713,22.35054504819974,1,1,18,1,1,1
15.097859773206281,13.753970647455127,1,8,22,1,1,1
325.81206257790984,49.856512557869785,1,7,23,1,6,1
1099.7239097863394,21.366446981575052,0,7,10,1,3,1
1385.330919396923,22.624212514050807,1,6,13,1,2,1
1305.6627127076881,8.264828677464292,0,3,1,1,4,1
452.4172723738168,39.76099648262148,0,1,22,1,4,0
1425.797546588334,34.71474306649628,0,2,4,1,3,1
478.3119295561161,11.116403678159143,0,5,4,0,2,0
654.1723978277391,4.21081417623055,1,4,18,1,1,1
1494.2503532104581,34.05691517352818,0,7,20,0,5,0
1301.0176335991932,32.76010959262865,1,5,11,1,5,1
1699.200703935885,13.735650397210645,1,5,17,1,3,1
1316.937720139185,47.54809175629548,0,0,3,1,2,1
1138.7756636542658,7.637788799866921,1,3,21,1,2,1
191.8811618170445,21.673506572025836,0,4,16,0,4,0
738.5930271035699,47.186434416363184,0,2,9,0,1,0
534.0787235250423,21.044393114613506,1,8,19,1,6,1
491.75933854127175,31.96244478843787,1,0,5,0,2,1
1946.156056731129,19.939960458343435,0,5,13,1,6,1
789.229960710187,13.783338597198634,1,5,10,1,5,1
1784.632877578341,49.20048463319543,1,9,10,0,6,1
1264.1215588645396,20.52576691512065,1,4,17,0,1,1
1590.6485505655885,44.71555026358881,0,4,22,1,1,1
1007.7610007448583,11.5747348339652,0,9,21,1,6,1
1155.9232498295864,10.733924730851657,1,4,17,0,3,1
987.5727991686334,1.653590735937117,1,5,23,1,2,1
394.50976065709875,32.618174586256664,1,7,22,0,3,0
1446.2919699467031,18.489464551815683,1,1,10,1,6,1
565.1408630695073,43.23147666699789,1,5,20,1,2,1
53.51035303075041,23.713174343908705,0,0,11,0,4,0
1292.7172303347998,48.412852052944615,1,3,4,0,3,1
358.33580541706266,9.357723233585745,0,9,22,0,3,0
1881.214875784064,43.44429608098498,1,2,8,1,6,1
1908.0875111201617,38.852182954307914,0,8,8,1,5,1
1830.1544584897947,38.56900004773819,1,2,21,1,6,1
743.4666070096116,42.254683083032695,0,5,9,1,3,0
35.83594997509052,38.07509714805565,1,0,21,0,2,1
1856.9955323625122,31.348394049407627,0,5,18,1,5,1
859.2273758930421,6.649119396351139,0,3,0,1,6,0
1933.4763639921207,1.7230563566134707,0,7,6,1,6,1
1927.4218542930594,46.050307606002775,0,8,3,0,3,0
1706.7538636573834,30.870850694584828,0,3,0,1,3,1
592.4255396788235,39.8472108197112,0,9,14,1,4,0
773.2699685608409,24.127965340476248,1,9,7,0,6,0
1703.0176596761296,5.953678629223484,0,5,11,1,3,1
637.2594002867739,6.3467710309072665,1,0,21,1,1,1
343.1380296387545,34.30970783272567,1,3,21,0,5,0
1115.8185186044086,21.57226415548319,1,6,17,1,1,1
1872.628774450758,10.106183862346802,1,0,14,1,5,1
1393.5794443665711,24.630567882397703,1,7,16,1,6,1
1142.272034328283,3.304025960049191,0,9,13,0,4,0
198.86710507268322,29.1403729555285,0,5,13,1,3,0
1231.9394172648435,13.522770881311374,0,4,17,1,3,1
1980.1574309580053,39.89819912179569,1,9,19,0,3,1
284.46761039686544,15.58706175028633,0,8,17,0,6,0
1039.0676564656549,22.81548543918188,0,1,15,1,5,1
1755.3592784962711,0.6798649414142217,0,4,0,1,3,1
1482.833392419638,3.715099700948488,0,5,22,1,1,1
1395.5464032855596,19.685428464693572,0,6,10,1,3,1
1406.4557475542829,24.048947852384465,1,4,14,0,6,1
722.1848466834116,30.041025351153255,0,8,11,1,4,0
590.7157293076642,14.653962677594231,1,0,7,0,1,1
1619.6755051796347,34.779596117714476,1,6,21,0,3,1
1621.1762223849655,43.02010761974131,1,9,19,1,3,1
1734.809275567307,39.014564345778155,1,6,5,1,2,1
1826.9149023501602,2.0769793848830216,1,3,2,0,5,1
1025.128085727571,24.077296668165665,0,8,23,0,1,1
1005.5250079009633,5.336015903066926,0,4,12,1,2,1
1597.5988820387165,12.17804629154012,0,3,12,0,4,0
1301.6780419016416,49.33446340403061,1,6,1,1,5,1
1405.4239201291182,7.210527590785509,0,3,4,1,1,1
1592.6063755250216,24.99451885722267,0,2,16,0,3,0
1780.5606569260447,30.945971142474143,1,8,5,0,1,1
679.300337918814,35.15300203015079,1,7,1,1,3,1
754.2879905166883,28.026469305997015,1,0,3,0,5,0
192.49396998253366,0.5875652862172646,1,6,21,1,3,1
1158.6688812873672,16.390419281375195,0,8,10,1,4,1
76.70483622450047,25.933811004897102,1,7,7,1,6,1
933.868046174258,4.484538307327184,1,7,11,0,3,0
1087.5760462416154,17.59628386733812,0,5,7,1,4,1
576.6497979959274,1.7568351286891917,0,3,10,1,6,0
1183.7123548351765,4.021067008035534,1,7,21,1,5,1
65.84799862840362,19.906471482459644,0,2,19,1,5,0
79.50963655468276,6.722516126748711,1,8,7,1,1,1
1646.0881185160183,28.420288328251754,1,1,7,1,4,1
723.5803296154695,34.50430195994956,0,1,16,1,4,0
258.48572274051014,40.049276285543236,0,6,19,1,2,1
1046.8753038093348,10.087497187816023,1,9,19,1,2,1
1541.1371384317285,8.45738085472758,1,3,22,1,6,1
435.5629498562021,5.3179352326865725,1,9,15,1,6,1
1247.6664992589056,31.857869452227472,0,7,13,0,2,1
175.26819266256715,35.35313875169637,1,8,10,1,6,1
108.10503373137236,1.6761486267995378,1,6,6,1,3,1
1065.0524899784552,46.81699108756012,1,4,15,1,2,1
1083.5670676121624,2.693367054208473,1,7,12,0,4,1
1276.6726534889222,27.110687131523417,1,3,14,1,3,1
1453.55221077671,35.48211992060073,0,1,23,0,6,0
1951.8248985277564,43.56135927492967,1,5,15,1,5,1
1035.0191948608847,35.73293791340815,1,8,20,1,1,1
649.2981635177857,40.106231345182614,1,0,22,0,2,1
1591.3964585635638,17.038564607886023,1,9,23,1,5,1
545.3103412678381,40.75977317595096,0,6,8,0,6,0
880.747984307744,4.097730834595289,0,9,2,0,4,0
161.52048077782058,44.75135113742033,0,8,18,1,1,1
55.57473311383773,27.42485957007144,1,9,19,1,5,1
1925.4835872824606,40.88315872112844,1,8,4,1,1,1
1672.7803404218507,22.670682397463178,0,9,9,1,2,1
1393.4685411569274,32.214526990306595,0,2,16,0,6,0
820.8611241064684,26.36749278071205,0,4,14,0,4,0
350.72216854133734,36.60631713559106,1,7,22,1,6,1
317.0919001288167,4.173336103326419,1,7,7,0,1,1
504.23458183836766,3.1115689911291335,0,3,14,0,5,0
1100.7071960887104,12.430451377106307,0,0,20,1,2,1
1430.6188657866244,8.061279537648097,0,0,13,0,2,1
1322.0937665518738,43.601999972950864,1,3,19,0,6,1
563.468124407156,11.03877796916641,1,5,6,1,5,1
1909.9562349230723,48.79567626537465,1,7,20,0,5,1
1477.1043488080581,16.91110000937823,0,5,22,1,1,1
1110.9363347602443,9.187683992866093,0,8,11,0,6,0
1225.3828887375328,39.50595550640971,1,8,16,1,6,1
842.1021245434408,32.96951799749372,0,1,16,0,3,0
499.22332405480915,24.959966251011636,1,9,9,0,6,0
715.1654939092668,27.8126411917878,0,0,18,1,2,1
1516.9029903764165,35.98816873578597,0,1,13,1,1,1
33.71500981636296,11.499891592431807,0,4,10,1,5,0
236.5649178112979,49.817062411231426,0,3,1,1,6,0
96.77527083339673,48.74217879112448,1,3,17,0,1,1
86.25396062634542,32.551251748712154,0,8,6,0,6,0
1711.6438651019594,10.057168301364342,1,7,11,0,5,1
1408.7974294631472,34.04338929732144,1,5,1,1,4,1
950.9767890292137,3.7027006080608746,1,0,19,0,5,0
200.17915049874796,1.6295598600697228,0,1,17,0,5,0
985.7736708580805,12.958376136709562,1,5,5,1,5,1
949.5761827072286,23.184885541291884,1,1,23,1,6,1
350.5377304704803,43.42679801987819,1,9,9,0,3,0
870.5340402297562,36.38573658133877,0,4,19,1,5,0
800.01694512276,37.161055407879054,0,4,14,0,2,0
1233.620945614172,21.33211738895896,1,5,4,0,2,1
1272.0118334809495,17.36215612809345,0,5,19,1,1,1
95.38149949522881,18.614834272931674,1,5,2,0,3,0
752.3521661798101,49.38371323042929,1,1,4,1,1,1
1253.5905318499015,2.1014486514828756,0,9,7,1,2,1
1008.756835867275,43.36487165651018,1,2,7,0,2,1
1713.697233170703,28.97590288776243,0,5,7,0,4,0
1319.0937950797952,21.986909417560565,0,7,11,0,5,0
330.0541820274522,36.29035725471531,1,0,23,1,2,1
145.78465106385752,24.384780177092672,0,0,22,0,6,0
1286.6264600215995,43.683819580274864,0,1,7,1,6,1
57.89006453053552,45.0450230141618,1,5,10,1,1,1
1173.6222846405592,21.143874250985426,1,8,13,0,1,1
1880.7593316427904,13.913707082029072,0,3,7,1,5,1
1153.0709848623785,29.658281396808775,0,2,23,0,5,0
779.3990027820112,45.62693094627288,1,7,9,0,4,0
1288.3599957924946,10.612043231382762,0,9,6,0,3,0
919.2145165305757,31.18603251981779,0,8,16,0,1,0
1093.5054946852902,31.614854982616777,0,4,3,0,5,0
1883.2222935091677,36.68233981852252,0,8,12,0,1,1
775.2747624125446,6.665227487850264,0,1,3,0,5,0
1922.575174828709,35.81966573763622,0,2,4,1,2,1
1811.174530702347,45.46072278121549,0,6,21,0,1,1
395.60331390464637,9.066187132625073,1,6,3,1,2,1
143.3757952459551,11.953411913701494,1,5,17,1,1,1
206.05211274796616,48.572615192677816,1,5,5,1,3,1
41.35254217484171,9.13074994020354,1,1,23,0,4,0
193.41370670807714,42.733816159142,1,9,23,1,6,1
1367.598512965632,24.664665036756936,0,5,22,1,6,1
147.02135367815683,12.436830612718534,0,3,21,0,6,0
641.3563824360538,43.550420073498316,0,2,1,0,2,0
1690.526245384062,22.32073222463301,0,1,22,1,5,1
51.4275117929726,25.78938596109154,1,0,10,0,6,0
1629.864622764927,18.025745133048307,0,4,13,0,3,0
567.3002756729329,29.68824748660288,0,1,4,0,6,0
240.73883110520424,8.259841241992635,1,1,5,0,1,1
1394.9906449014804,19.61496867892286,0,6,9,1,2,1
1259.7409793258685,48.473674884530844,0,7,7,0,1,1
1755.5566669864706,12.980858291786264,1,9,13,0,1,1
1471.466732388752,32.87115956061048,0,7,23,0,1,1
1607.944456117773,16.326984204812277,0,3,2,1,4,1
567.6589722797564,38.696308971761376,0,0,11,1,4,0
358.991889840547,6.630595669845656,0,6,15,0,5,0
1502.4764295235125,48.49407014941938,0,0,22,0,2,1
1614.6353048381918,22.7440981150436,1,3,16,1,3,1
1981.0577582913431,11.878918120988551,1,7,0,0,3,1
828.1722654382959,3.7674876917676317,1,1,22,0,3,0
747.1760811566024,8.570919463868282,1,5,9,1,1,1
1553.9438566802837,26.036720032945283,1,5,22,0,4,1
684.9030628047706,16.916458503921188,1,8,9,0,2,1
1861.8608645791116,41.46127995754221,0,4,20,1,1,1
1717.5334399268086,21.601287430724117,1,9,23,1,4,1
860.8430846131616,12.510842202122731,1,3,1,0,4,0
1502.9877802440374,30.8955348315411,0,4,8,1,6,1
1510.3130337989412,35.368183122583744,0,9,21,0,6,0
210.73211832768555,8.435391204257398,1,4,12,0,2,1
1805.5930488257354,8.464198892787051,0,7,15,0,2,1
1012.978483033475,1.9299042039837944,1,9,17,1,2,1
1653.7826448849446,36.846460551775465,0,7,18,1,1,1
643.4989540560705,33.223845928328075,1,1,11,0,5,0
1791.56884084992,23.784080699915712,0,6,7,0,2,1
781.4573490746554,42.22410540356294,0,7,16,1,6,0
26.62111470319523,40.30294063220765,1,5,14,1,5,1
1811.237042956431,29.309182783397933,1,4,9,1,1,1
187.11692018833645,43.426736897611605,1,8,14,0,5,0
642.0307069928776,10.371476380834736,1,2,14,1,3,1
1900.3736242663558,5.684789007946621,1,9,22,1,5,1
1901.4612581404244,13.560505614697782,0,3,6,0,2,1
1149.0085868059557,2.9486341188568113,1,8,12,0,1,1
1265.5152382787496,26.605359447251498,1,5,16,0,2,1
899.6488163467479,46.836624045518576,0,7,8,1,6,0
589.9554895376388,2.0632426793586314,0,6,7,0,3,0
660.6857680129823,6.193284709100337,1,1,19,0,6,0
1346.6743198736917,22.664731511343422,0,2,20,0,2,1
1505.9871862281716,46.70036337464246,0,0,17,0,2,1
1584.2001922330678,15.876189638339849,1,8,12,1,2,1
1580.288194875135,25.41101695355078,0,6,15,0,4,0
186.9561755821373,2.1744856666145655,0,0,8,1,3,0
991.3685078816501,7.502325728008234,1,2,11,1,2,1
119.82972623320535,49.332843135646456,1,3,11,1,2,1
1101.3101202358523,48.25942295215867,0,3,5,0,6,0
885.8533502398872,0.3465050486270398,0,4,18,1,6,0
1775.969844602808,47.59540809261962,1,2,6,0,2,1
705.075450041397,31.992084896993468,0,2,2,0,1,0
238.54869777307368,43.40912289654911,0,0,15,0,4,0
290.2684056954075,22.79151879612957,0,6,17,1,6,0
1524.2137102763572,25.828241826104588,1,9,15,0,1,1
1238.345036315941,24.49344435482032,0,0,22,0,4,0
206.73973886496654,33.37652645155061,0,1,6,0,2,0
172.79307819941988,7.068597612340013,1,3,3,1,3,1
1403.4334172609445,1.59568213464663,0,3,7,1,5,1
150.1621976965661,15.465704085400425,0,4,12,1,5,0
1644.6108182842606,35.26357006055867,1,1,12,0,2,1
1413.95324317721,10.172487260935123,1,3,16,1,6,1
167.29081738059003,33.704278422913376,1,0,16,0,1,1
174.25123959995787,48.4986111007528,1,1,4,0,3,0
1973.3459591098451,4.785645717891977,0,0,5,1,4,1
751.6702375334601,33.6628456994338,0,9,18,0,2,0
744.4310833984474,22.2431359432981,1,9,12,1,3,1
1626.5351366787177,43.42029849343752,1,3,13,0,3,1
1894.7609118807982,8.939774493424556,0,3,21,1,6,1
1972.0721223266273,34.66203501608561,1,6,3,0,4,1
1507.9894795915886,41.9219529534407,0,9,6,0,3,0
755.637873134177,47.23624955175376,1,8,7,0,6,0
171.58392981384418,34.19407661165333,0,8,12,0,1,0
1555.4080972752363,24.90902072402052,1,4,5,0,6,1
1119.016478222931,30.93057728604057,1,9,5,1,1,1
851.3229084477177,43.45835872548804,0,0,23,0,1,0
1813.1769982639983,28.5734263572776,1,0,20,1,3,1
226.83897720077192,1.6163142788721594,0,5,2,1,6,0
987.787083060264,46.554339905798194,0,1,2,1,1,1
27.650521311001043,34.5073848764749,0,7,12,0,4,0
939.9779807782819,33.8580179502846,0,8,21,0,3,0
117.32503498526552,10.862190104646086,0,3,1,0,6,0
242.04174295480348,32.978384964609596,1,4,15,1,6,1
239.46486232032424,19.75383384214251,1,7,21,0,5,0
1300.174552721547,32.59652555437046,0,2,5,0,6,0
1493.3595341345194,5.418992212368736,1,4,7,1,3,1
1168.8206863688335,32.926480699691496,0,2,22,1,4,1
1924.534234206711,49.97074491595626,1,9,7,1,6,1
752.8668061497896,2.5057807391417457,1,2,5,1,5,1
574.9956121323122,48.86099179264373,1,2,13,1,3,1
1737.8552607379734,20.404707240071243,1,6,2,1,1,1
451.073697846308,43.55059717182923,0,6,9,0,2,0
1926.6289661840196,39.141035654507846,0,6,2,1,2,1
29.2481770061836,28.394111423234722,1,9,11,0,1,1
1939.90825928174,36.948615541641196,1,7,16,0,6,1
91.10402434139935,43.93792650893726,0,4,4,0,2,0
1782.830511827652,20.266602050386545,1,4,19,1,2,1
1057.7637126271682,16.41895476200561,0,3,8,0,1,1
1985.9647682580041,33.41290993962288,0,6,20,1,6,1
152.22414664712073,40.4115125028688,0,9,19,1,6,0
1109.939297380635,38.138028225353125,1,3,6,0,1,1
1938.7585585601025,39.91090107804586,0,1,21,1,6,1
1048.580199119447,21.83560740916536,1,3,3,0,6,1
1260.6502830798488,40.90992738713358,0,7,12,0,3,0
1393.0186345243112,6.098431862993361,1,8,12,1,3,1
911.8094242117076,27.270005988246393,1,2,9,0,1,1
1256.9783697677065,0.3873571588562663,1,6,17,0,4,1
1170.707052286585,16.29683291202349,0,8,16,0,2,1
1802.810230929523,18.386430590082753,0,3,19,1,3,1
95.66552878120845,19.869017311301846,1,9,19,0,2,1
565.5215632364994,34.803813613824126,1,2,12,1,5,1
1901.0709107327348,19.489049253390252,1,4,16,1,1,1
